category_name,burmese_word,devanagari,english_meaning,source,first_consonant,word_length
"Vegetables (Lunch, Dinner)",ကန်စွန်းရွက်ကြော်,,Fried Watercress,recipes,က,17
"Vegetables (Lunch, Dinner)",မှိုကန်စွန်းကြော်,,Fried Watercress with Mushroom,recipes,မ,17
"Vegetables (Lunch, Dinner)",ချဉ်ပေါင်ကြော်,,Fried Roselle,recipes,ခ,14
"Vegetables (Lunch, Dinner)",ကိုက်လန်ကြော်,,Fried Kailan / Gailan,recipes,က,13
"Vegetables (Lunch, Dinner)",ပဲပင်ပေါက်ပဲပြားကြော်,,Fried Bean Sprouts and Bean Curds,recipes,ပ,21
"Vegetables (Lunch, Dinner)",မျှစ်ကြော်,,Fried Bamboo Shoots,recipes,မ,10
"Vegetables (Lunch, Dinner)",ကညွတ်ကြော်,,Fried Asparagus,recipes,က,10
"Soup (Lunch, Dinner)",ကြာဆံဟင်းခါး,,Vermicelli Soup,recipes,က,12
"Soup (Lunch, Dinner)",ကြက်သားစွပ်ပြုတ်,,Chicken Soup,recipes,က,16
"Soup (Lunch, Dinner)",ယိုးဒယား၁၂မျိုးဟင်းချို,,Thai Tomyam Soup,recipes,ယ,23
"Soup (Lunch, Dinner)",ချဉ်ရည်ဟင်း,,Sour Soup,recipes,ခ,11
"Soup (Lunch, Dinner)",ပဲနီလေးဟင်းချို,,Lentil Soup,recipes,ပ,15
"Soup (Lunch, Dinner)",ကုလားပဲဟင်း,,Indian style Gram Soup,recipes,က,11
Dessert & Sweets,ပူတင်း,,Pudding,recipes,ပ,6
Dessert & Sweets,မုန့်လုံးရေပေါ်,,Rice ball with jaggery juice,recipes,မ,15
Dessert & Sweets,မုန့်လက်ဆောင်း,,Rice flakes in coconut & jaggery juice,recipes,မ,14
Dessert & Sweets,ဟာလဝါ,,Sweet & oily rice cake,recipes,ဟ,5
Dessert & Sweets,ဆနွင်းမကင်း,,Burmese Rice Pudding,recipes,ဆ,11
Dessert & Sweets,သာကူ,,Sago,recipes,သ,4
Dessert & Sweets,ဖါလူဒါ,,Indian Desert with ice cream on top,recipes,ဖ,6
Dessert & Sweets,ရေခဲမုန့်,,Ice Cream,recipes,ရ,9
Dessert & Sweets,မလိုင်လုံး,,Sweet & Creamy balls,recipes,မ,10
Dessert & Sweets,ဆီးယို,,Plum dessert in jaggery jam,recipes,ဆ,6
Drinks & beverages,လက်ဖက်ရည်ကြမ်း,,Chinese black (green) tea,recipes,လ,14
Drinks & beverages,သောက်ရေသန့်,,Purified drinking water,recipes,သ,11
Drinks & beverages,လိမ္မော်ရည်,,Orange juice,recipes,လ,11
Drinks & beverages,သံပရာရည်,,Lime juice,recipes,သ,8
Drinks & beverages,ရှောက်ဖျော်ရည်,,Lemonade,recipes,ရ,14
Drinks & beverages,ဆီးဖျော်ရည်,,Prune juice,recipes,ဆ,11
Drinks & beverages,အုန်းရည်,,Coconut water (juice),recipes,အ,8
Drinks & beverages,ကြံရည်,,Sugar cane juice,recipes,က,6
Drinks & beverages,ထောပတ်သီးဖျော်ရည်,,Avocado juice,recipes,ထ,17
Drinks & beverages,နာနတ်ဖျော်ရည်,,Pine apple juice,recipes,န,13
Drinks & beverages,ပင်မှည့်ဖျော်ရည်,,Passion fruit juice,recipes,ပ,16
Drinks & beverages,မန်ကျည်းဖျော်ရည်,,Tamarind juice,recipes,မ,16
Drinks & beverages,ပန်းသီးဖျော်ရည်,,Apple juice,recipes,ပ,15
Drinks & beverages,ဖရဲသီးဖျော်ရည်,,Water Melon juice,recipes,ဖ,14
Drinks & beverages,လိုင်ချီးဖျော်ရည်,,Lichee juice,recipes,လ,17
Drinks & beverages,စတော်ဘယ်ရီဖျော်ရည်,,Strawberry + condensed milk drink,recipes,စ,18
Drinks & beverages,သီးစုံဖျော်ရည်,,Mixed fruit juice,recipes,သ,14
Drinks & beverages,ကိုကာကိုလာ,,Coca Cola,recipes,က,10
Drinks & beverages,ပက်စီ,,Pepsi,recipes,ပ,5
Drinks & beverages,ဝိုင်အနီ,,Red wine,recipes,ဝ,8
Drinks & beverages,ဝိုင်အဖြူ,,White wine,recipes,ဝ,9
Drinks & beverages,အရက်,,Alcohol / Liquor,recipes,အ,4
Drinks & beverages,ကော့ညက်,,Cognac,recipes,က,7
Drinks & beverages,ဂျင်,,Jin,recipes,ဂ,4
Drinks & beverages,ဘရန်ဒီ,,Brandy,recipes,ဘ,6
Drinks & beverages,ရမ်,,Rum,recipes,ရ,3
Drinks & beverages,ဗော့ကာ,,Vodka,recipes,ဗ,6
Drinks & beverages,မာတီနီ,,Martini,recipes,မ,6
Drinks & beverages,ရှယ်ရီ,,Sherry,recipes,ရ,6
Drinks & beverages,ရှမ်ပိန်,,Champange,recipes,ရ,8
